File1,,,File2,,,,,,,,,,,,,
Lat,Lon,Time,Lat,Lon,Time,,,dLat,dLng,a,c,dist,Time,,,
52.23986501,6.867157901,20:11:42,52.239829,6.867308,20:11:43,,-1.157407407,-6.28E-07,2.62E-06,7.42E-13,1.72E-06,10.97674077,-00:00:01,-00:00:01,-1.00,
52.23985889,6.867238032,20:11:43,52.239832,6.867359,20:11:44,,-1.157407407,-4.69E-07,2.11E-06,4.73E-13,1.38E-06,8.762766077,-00:00:01,-00:00:01,-1.00,
52.239863,6.867292095,20:11:44,52.239835,6.867412,20:11:45,,-1.157407407,-4.89E-07,2.09E-06,4.70E-13,1.37E-06,8.737846193,-00:00:01,-00:00:01,-1.00,
52.2398557,6.867368454,20:11:45,52.239837,6.867466,20:11:46,,-1.157407407,-3.26E-07,1.70E-06,2.98E-13,1.09E-06,6.960034395,-00:00:01,-00:00:01,-1.00,
52.23985126,6.867441293,20:11:46,52.239839,6.867518,20:11:47,,-1.157407407,-2.14E-07,1.34E-06,1.79E-13,8.47E-07,5.398114146,-00:00:01,-00:00:01,-1.00,
52.23985688,6.867491165,20:11:47,52.239839,6.867569,20:11:48,,-1.157407407,-3.12E-07,1.36E-06,1.97E-13,8.88E-07,5.660432433,-00:00:01,-00:00:01,-1.00,
52.23986249,6.867543804,20:11:48,52.239843,6.867622,20:11:49,,-1.157407407,-3.40E-07,1.36E-06,2.04E-13,9.02E-07,5.748807236,-00:00:01,-00:00:01,-1.00,
52.23985939,6.867609853,20:11:49,52.239846,6.867674,20:11:50,,-1.157407407,-2.34E-07,1.12E-06,1.31E-13,7.24E-07,4.614737263,-00:00:01,-00:00:01,-1.00,
52.23985596,6.867677579,20:11:50,52.239849,6.867728,20:11:51,,-1.157407407,-1.21E-07,8.80E-07,7.63E-14,5.52E-07,3.519294003,-00:00:01,-00:00:01,-1.00,
52.23985445,6.867737342,20:11:51,52.239849,6.867783,20:11:52,,-1.157407407,-9.51E-08,7.97E-07,6.18E-14,4.97E-07,3.167383573,-00:00:01,-00:00:01,-1.00,
52.23985193,6.867800709,20:11:52,52.23985,6.867836,20:11:53,,-1.157407407,-3.37E-08,6.16E-07,3.59E-14,3.79E-07,2.412603337,-00:00:01,-00:00:01,-1.00,
52.2398547,6.867861059,20:11:53,52.239852,6.86789,20:11:54,,-1.157407407,-4.71E-08,5.05E-07,2.45E-14,3.13E-07,1.993373727,-00:00:01,-00:00:01,-1.00,
52.23985336,6.86792166,20:11:54,52.239856,6.867945,20:11:55,,-1.157407407,4.61E-08,4.07E-07,1.61E-14,2.54E-07,1.616189854,-00:00:01,-00:00:01,-1.00,
52.23985587,6.867981423,20:11:55,52.239858,6.868001,20:11:56,,-1.157407407,3.71E-08,3.42E-07,1.13E-14,2.13E-07,1.353867888,-00:00:01,-00:00:01,-1.00,
52.23985847,6.868031295,20:11:56,52.23986,6.868057,20:11:57,,-1.157407407,2.67E-08,4.49E-07,1.90E-14,2.76E-07,1.758518071,-00:00:01,-00:00:01,-1.00,
52.23985889,6.868085442,20:11:57,52.239863,6.868112,20:11:58,,-1.157407407,7.17E-08,4.64E-07,2.14E-14,2.93E-07,1.865209552,-00:00:01,-00:00:01,-1.00,
52.23986568,6.868133135,20:11:58,52.239864,6.868166,20:11:59,,-1.157407407,-2.93E-08,5.74E-07,3.11E-14,3.52E-07,2.245578516,-00:00:01,-00:00:01,-1.00,
52.23987934,6.868179403,20:11:59,52.239867,6.868218,20:12:00,,-1.157407407,-2.15E-07,6.74E-07,5.41E-14,4.65E-07,2.964826374,-00:00:01,-00:00:01,-1.00,
52.23988093,6.868228018,20:12:00,52.239868,6.86827,20:12:01,,-1.157407407,-2.26E-07,7.33E-07,6.31E-14,5.02E-07,3.199996959,-00:00:01,-00:00:01,-1.00,
52.23988328,6.868274454,20:12:01,52.239871,6.868324,20:12:02,,-1.157407407,-2.14E-07,8.65E-07,8.16E-14,5.71E-07,3.63954918,-00:00:01,-00:00:01,-1.00,
52.23988571,6.868324913,20:12:02,52.239875,6.868379,20:12:03,,-1.157407407,-1.87E-07,9.44E-07,9.23E-14,6.08E-07,3.87066199,-00:00:01,-00:00:01,-1.00,
52.23989175,6.868378976,20:12:03,52.239876,6.86843,20:12:04,,-1.157407407,-2.75E-07,8.91E-07,9.32E-14,6.11E-07,3.890548618,-00:00:01,-00:00:01,-1.00,
52.23989535,6.868433459,20:12:04,52.23988,6.868481,20:12:05,,-1.157407407,-2.68E-07,8.30E-07,8.25E-14,5.74E-07,3.659616924,-00:00:01,-00:00:01,-1.00,
52.23989359,6.868484505,20:12:05,52.23988,6.868534,20:12:06,,-1.157407407,-2.37E-07,8.64E-07,8.40E-14,5.80E-07,3.693521967,-00:00:01,-00:00:01,-1.00,
52.23989292,6.868539909,20:12:06,52.239878,6.868584,20:12:07,,-1.157407407,-2.60E-07,7.70E-07,7.25E-14,5.38E-07,3.430130058,-00:00:01,-00:00:01,-1.00,
52.2398873,6.868595984,20:12:07,52.239876,6.868637,20:12:08,,-1.157407407,-1.97E-07,7.16E-07,5.78E-14,4.81E-07,3.062677097,-00:00:01,-00:00:01,-1.00,
52.23988638,6.868651556,20:12:08,52.239871,6.868684,20:12:09,,-1.157407407,-2.68E-07,5.66E-07,4.81E-14,4.39E-07,2.793932238,-00:00:01,-00:00:01,-1.00,
52.2398801,6.868711486,20:12:09,52.239867,6.868733,20:12:10,,-1.157407407,-2.29E-07,3.75E-07,2.63E-14,3.24E-07,2.06554275,-00:00:01,-00:00:01,-1.00,
52.2398744,6.868761275,20:12:10,52.239859,6.868782,20:12:11,,-1.157407407,-2.69E-07,3.62E-07,3.03E-14,3.48E-07,2.218655063,-00:00:01,-00:00:01,-1.00,
52.23986208,6.868812488,20:12:11,52.239846,6.868831,20:12:12,,-1.157407407,-2.81E-07,3.23E-07,2.95E-14,3.43E-07,2.187197581,-00:00:01,-00:00:01,-1.00,
52.23984565,6.868864037,20:12:12,52.239836,6.86888,20:12:13,,-1.157407407,-1.68E-07,2.79E-07,1.44E-14,2.40E-07,1.527085401,-00:00:01,-00:00:01,-1.00,
52.23982964,6.868913155,20:12:13,52.239822,6.868928,20:12:14,,-1.157407407,-1.33E-07,2.59E-07,1.07E-14,2.07E-07,1.32018483,-00:00:01,-00:00:01,-1.00,
52.23981178,6.86896462,20:12:14,52.239808,6.868974,20:12:15,,-1.157407407,-6.60E-08,1.64E-07,3.60E-15,1.20E-07,0.764816613,-00:00:01,-00:00:01,-1.00,
52.23979569,6.869014073,20:12:15,52.239792,6.869017,20:12:16,,-1.157407407,-6.44E-08,5.11E-08,1.28E-15,7.16E-08,0.456188064,-00:00:01,-00:00:01,-1.00,
52.23977884,6.869060677,20:12:16,52.239778,6.869057,20:12:17,,-1.157407407,-1.47E-08,-6.42E-08,4.40E-16,4.20E-08,0.267305479,-00:00:01,-00:00:01,-1.00,
52.23976023,6.869105604,20:12:17,52.239762,6.869093,20:12:18,,-1.157407407,3.08E-08,-2.20E-07,4.77E-15,1.38E-07,0.880346536,-00:00:01,-00:00:01,-1.00,
52.23973878,6.869149944,20:12:18,52.239726,6.869162,20:12:20,,-2.314814815,-2.23E-07,2.10E-07,1.66E-14,2.58E-07,1.64088203,-00:00:02,-00:00:02,-2.00,
52.23971933,6.869186657,20:12:19,52.239745,6.869128,20:12:19,,0,4.48E-07,-1.02E-06,1.48E-13,7.71E-07,4.909037254,00:00:00,00:00:00,0.00,
52.23969544,6.869229153,20:12:20,52.239686,6.86922,20:12:22,,-2.314814815,-1.65E-07,-1.60E-07,9.18E-15,1.92E-07,1.221024892,-00:00:02,-00:00:02,-2.00,
52.23967273,6.869265279,20:12:21,52.239706,6.869193,20:12:21,,0,5.81E-07,-1.26E-06,2.33E-13,9.66E-07,6.157062812,00:00:00,00:00:00,0.00,
52.23964985,6.869301321,20:12:22,52.239646,6.869284,20:12:24,,-2.314814815,-6.71E-08,-3.02E-07,9.69E-15,1.97E-07,1.254522762,-00:00:02,-00:00:02,-2.00,
52.2396278,6.869334849,20:12:23,52.239666,6.86925,20:12:23,,0,6.67E-07,-1.48E-06,3.17E-13,1.13E-06,7.170819303,00:00:00,00:00:00,0.00,
52.23960517,6.869367538,20:12:24,52.239604,6.869341,20:12:26,,-2.314814815,-2.04E-08,-4.63E-07,2.02E-14,2.84E-07,1.811686286,-00:00:02,-00:00:02,-2.00,
52.23958346,6.869400563,20:12:25,52.239625,6.869313,20:12:25,,0,7.25E-07,-1.53E-06,3.50E-13,1.18E-06,7.542116566,00:00:00,00:00:00,0.00,
52.23956091,6.869434509,20:12:26,52.239559,6.869403,20:12:28,,-2.314814815,-3.34E-08,-5.50E-07,2.86E-14,3.38E-07,2.156045511,-00:00:02,-00:00:02,-2.00,
52.23953937,6.869468205,20:12:27,52.239582,6.86937,20:12:27,,0,7.44E-07,-1.71E-06,4.14E-13,1.29E-06,8.196500407,00:00:00,00:00:00,0.00,
52.23952085,6.869499972,20:12:28,52.239521,6.869472,20:12:30,,-2.314814815,2.66E-09,-4.88E-07,2.23E-14,2.99E-07,1.904737732,-00:00:02,-00:00:02,-2.00,
52.23950174,6.869531404,20:12:29,52.239538,6.869436,20:12:29,,0,6.33E-07,-1.67E-06,3.60E-13,1.20E-06,7.645911386,00:00:00,00:00:00,0.00,
52.23948196,6.869563172,20:12:30,52.239481,6.869533,20:12:32,,-2.314814815,-1.67E-08,-5.27E-07,2.61E-14,3.23E-07,2.057182112,-00:00:02,-00:00:02,-2.00,
52.23946293,6.869595274,20:12:31,52.239502,6.869502,20:12:31,,0,6.82E-07,-1.63E-06,3.65E-13,1.21E-06,7.694966851,00:00:00,00:00:00,0.00,
52.23944357,6.869627628,20:12:32,52.23944,6.869595,20:12:34,,-2.314814815,-6.22E-08,-5.69E-07,3.14E-14,3.54E-07,2.256846661,-00:00:02,-00:00:02,-2.00,
52.23942337,6.869654618,20:12:33,52.239461,6.869564,20:12:33,,0,6.57E-07,-1.58E-06,3.42E-13,1.17E-06,7.455514089,00:00:00,00:00:00,0.00,
52.2394004,6.869689906,20:12:34,52.239382,6.869692,20:12:37,,-3.472222222,-3.21E-07,3.65E-08,2.59E-14,3.22E-07,2.050932102,-00:00:03,-00:00:03,-3.00,
52.23937517,6.869722679,20:12:35,52.23942,6.869628,20:12:35,,0,7.82E-07,-1.65E-06,4.09E-13,1.28E-06,8.149278619,00:00:00,00:00:00,0.00,
52.23935103,6.869767187,20:12:36,52.23934,6.869752,20:12:39,,-3.472222222,-1.93E-07,-2.65E-07,1.59E-14,2.52E-07,1.604300472,-00:00:03,-00:00:03,-3.00,
52.23933469,6.869789399,20:12:37,52.2394,6.869659,20:12:36,,1.157407407,1.14E-06,-2.28E-06,8.10E-13,1.80E-06,11.47101701,00:00:01,00:00:01,15.00,
52.23931591,6.869819155,20:12:38,52.239297,6.869819,20:12:41,,-3.472222222,-3.30E-07,-2.70E-09,2.72E-14,3.30E-07,2.102751982,-00:00:03,-00:00:03,-3.00,
52.23929982,6.869845139,20:12:39,52.239362,6.869723,20:12:38,,1.157407407,1.09E-06,-2.13E-06,7.20E-13,1.70E-06,10.81555299,00:00:01,00:00:01,15.00,
52.23928532,6.869870871,20:12:40,52.239275,6.869849,20:12:42,,-2.314814815,-1.80E-07,-3.82E-07,2.18E-14,2.95E-07,1.879835449,-00:00:02,-00:00:02,-2.00,
52.23926746,6.869903896,20:12:41,52.239319,6.869782,20:12:40,,1.157407407,8.99E-07,-2.13E-06,6.27E-13,1.58E-06,10.08626243,00:00:01,00:00:01,15.00,
52.23924676,6.869932981,20:12:42,52.239232,6.869917,20:12:44,,-2.314814815,-2.58E-07,-2.79E-07,2.39E-14,3.09E-07,1.969177889,-00:00:02,-00:00:02,-2.00,
52.23922371,6.869964413,20:12:43,52.239253,6.869882,20:12:43,,0,5.11E-07,-1.44E-06,2.59E-13,1.02E-06,6.48836716,00:00:00,00:00:00,0.00,
52.23920359,6.869998528,20:12:44,52.23919,6.869996,20:12:46,,-2.314814815,-2.37E-07,-4.41E-08,1.43E-14,2.39E-07,1.521214454,-00:00:02,-00:00:02,-2.00,
52.23918138,6.870037587,20:12:45,52.239209,6.869956,20:12:45,,0,4.82E-07,-1.42E-06,2.48E-13,9.96E-07,6.347820023,00:00:00,00:00:00,0.00,
52.23916034,6.870076479,20:12:46,52.239145,6.870066,20:12:48,,-2.314814815,-2.68E-07,-1.83E-07,2.11E-14,2.90E-07,1.849189315,-00:00:02,-00:00:02,-2.00,
52.23913947,6.870109923,20:12:47,52.239169,6.870031,20:12:47,,0,5.15E-07,-1.38E-06,2.44E-13,9.89E-07,6.297731386,00:00:00,00:00:00,0.00,
52.23912019,6.870142529,20:12:48,52.239099,6.870135,20:12:50,,-2.314814815,-3.70E-07,-1.31E-07,3.58E-14,3.79E-07,2.411652395,-00:00:02,-00:00:02,-2.00,
52.23909848,6.870177817,20:12:49,52.23912,6.8701,20:12:49,,0,3.76E-07,-1.36E-06,2.08E-13,9.13E-07,5.813802966,00:00:00,00:00:00,0.00,
52.23908038,6.870215787,20:12:50,52.23906,6.870209,20:12:52,,-2.314814815,-3.56E-07,-1.18E-07,3.29E-14,3.63E-07,2.312657993,-00:00:02,-00:00:02,-2.00,
52.23906144,6.870253505,20:12:51,52.239081,6.870171,20:12:51,,0,3.41E-07,-1.44E-06,2.24E-13,9.46E-07,6.024457378,00:00:00,00:00:00,0.00,
52.23903998,6.870295834,20:12:52,52.239015,6.870284,20:12:54,,-2.314814815,-4.36E-07,-2.07E-07,5.15E-14,4.54E-07,2.891955348,-00:00:02,-00:00:02,-2.00,
52.23901869,6.870332127,20:12:53,52.239037,6.870245,20:12:53,,0,3.20E-07,-1.52E-06,2.42E-13,9.85E-07,6.272410732,00:00:00,00:00:00,0.00,
52.23899656,6.870372863,20:12:54,52.238979,6.870362,20:12:56,,-2.314814815,-3.06E-07,-1.90E-07,2.69E-14,3.28E-07,2.087979741,-00:00:02,-00:00:02,-2.00,
52.23897552,6.870405972,20:12:55,52.238996,6.870323,20:12:55,,0,3.57E-07,-1.45E-06,2.29E-13,9.56E-07,6.091399774,00:00:00,00:00:00,0.00,
52.23895255,6.870442936,20:12:56,52.238939,6.870436,20:12:58,,-2.314814815,-2.37E-07,-1.21E-07,1.54E-14,2.48E-07,1.579488559,-00:00:02,-00:00:02,-2.00,
52.23893118,6.870478475,20:12:57,52.23896,6.8704,20:12:57,,0,5.03E-07,-1.37E-06,2.39E-13,9.78E-07,6.230806332,00:00:00,00:00:00,0.00,
52.23891308,6.870505884,20:12:58,52.238898,6.870508,20:13:00,,-2.314814815,-2.63E-07,3.69E-08,1.74E-14,2.64E-07,1.682553419,-00:00:02,-00:00:02,-2.00,
52.23889321,6.870538071,20:12:59,52.23892,6.870471,20:12:59,,0,4.68E-07,-1.17E-06,1.83E-13,8.56E-07,5.452611413,00:00:00,00:00:00,0.00,
52.23887242,6.870569168,20:13:00,52.238875,6.870548,20:13:01,,-1.157407407,4.50E-08,-3.69E-07,1.33E-14,2.31E-07,1.469550426,-00:00:01,-00:00:01,-1.00,
52.23885113,6.870596409,20:13:01,52.238851,6.870593,20:13:02,,-1.157407407,-2.33E-09,-5.95E-08,3.33E-16,3.65E-08,0.232592773,-00:00:01,-00:00:01,-1.00,
52.23882942,6.870633541,20:13:02,52.238828,6.870633,20:13:03,,-1.157407407,-2.49E-08,-9.44E-09,1.63E-16,2.55E-08,0.162630773,-00:00:01,-00:00:01,-1.00,
52.23880327,6.870676205,20:13:03,52.238804,6.870676,20:13:04,,-1.157407407,1.27E-08,-3.57E-09,4.14E-17,1.29E-08,0.08202267,-00:00:01,-00:00:01,-1.00,
52.23878039,6.870714342,20:13:04,52.238781,6.870716,20:13:05,,-1.157407407,1.06E-08,2.89E-08,1.07E-16,2.07E-08,0.131666728,-00:00:01,-00:00:01,-1.00,
52.23875566,6.870753486,20:13:05,52.23876,6.870749,20:13:06,,-1.157407407,7.57E-08,-7.83E-08,2.01E-15,8.96E-08,0.570764036,-00:00:01,-00:00:01,-1.00,
52.23873303,6.870790869,20:13:06,52.238739,6.870783,20:13:07,,-1.157407407,1.04E-07,-1.37E-07,4.48E-15,1.34E-07,0.852865036,-00:00:01,-00:00:01,-1.00,
52.23871216,6.870826995,20:13:07,52.238719,6.870817,20:13:08,,-1.157407407,1.19E-07,-1.74E-07,6.41E-15,1.60E-07,1.020475291,-00:00:01,-00:00:01,-1.00,
52.23869272,6.870861528,20:13:08,52.238699,6.870854,20:13:09,,-1.157407407,1.10E-07,-1.31E-07,4.63E-15,1.36E-07,0.866648118,-00:00:01,-00:00:01,-1.00,
52.23867537,6.870894134,20:13:09,52.238678,6.87089,20:13:10,,-1.157407407,4.60E-08,-7.22E-08,1.02E-15,6.38E-08,0.406294413,-00:00:01,-00:00:01,-1.00,
52.23865709,6.870926488,20:13:10,52.238655,6.870923,20:13:11,,-1.157407407,-3.65E-08,-6.09E-08,6.81E-16,5.22E-08,0.33251029,-00:00:01,-00:00:01,-1.00,
52.23863899,6.870962111,20:13:11,52.238633,6.870962,20:13:12,,-1.157407407,-1.05E-07,-1.94E-09,2.73E-15,1.05E-07,0.665852173,-00:00:01,-00:00:01,-1.00,
52.23862122,6.871004524,20:13:12,52.238614,6.870997,20:13:13,,-1.157407407,-1.26E-07,-1.31E-07,5.58E-15,1.49E-07,0.952187407,-00:00:01,-00:00:01,-1.00,
52.23860336,6.871040063,20:13:13,52.238597,6.87103,20:13:14,,-1.157407407,-1.11E-07,-1.76E-07,5.98E-15,1.55E-07,0.985084125,-00:00:01,-00:00:01,-1.00,
52.23858694,6.871071998,20:13:14,52.238577,6.871066,20:13:15,,-1.157407407,-1.73E-07,-1.05E-07,8.55E-15,1.85E-07,1.177922447,-00:00:01,-00:00:01,-1.00,
52.23856531,6.871106951,20:13:15,52.238557,6.871103,20:13:16,,-1.157407407,-1.45E-07,-6.90E-08,5.71E-15,1.51E-07,0.962479661,-00:00:01,-00:00:01,-1.00,
52.23854452,6.871138969,20:13:16,52.238539,6.871139,20:13:17,,-1.157407407,-9.64E-08,5.33E-10,2.32E-15,9.64E-08,0.61421271,-00:00:01,-00:00:01,-1.00,
52.23852122,6.871173754,20:13:17,52.238518,6.871174,20:13:18,,-1.157407407,-5.62E-08,4.29E-09,7.92E-16,5.63E-08,0.358663159,-00:00:01,-00:00:01,-1.00,
52.23849817,6.871202672,20:13:18,52.238499,6.871206,20:13:19,,-1.157407407,1.45E-08,5.81E-08,3.69E-16,3.84E-08,0.24461798,-00:00:01,-00:00:01,-1.00,
52.2384763,6.871235194,20:13:19,52.238479,6.87124,20:13:20,,-1.157407407,4.72E-08,8.39E-08,1.22E-15,6.98E-08,0.444498202,-00:00:01,-00:00:01,-1.00,
52.23845903,6.871268721,20:13:20,52.238459,6.871271,20:13:21,,-1.157407407,-4.94E-10,3.98E-08,1.48E-16,2.44E-08,0.155195985,-00:00:01,-00:00:01,-1.00,
52.23844059,6.871305685,20:13:21,52.238438,6.871303,20:13:22,,-1.157407407,-4.52E-08,-4.69E-08,7.16E-16,5.35E-08,0.340968561,-00:00:01,-00:00:01,-1.00,
52.23842366,6.871334855,20:13:22,52.238416,6.871333,20:13:23,,-1.157407407,-1.34E-07,-3.24E-08,4.56E-15,1.35E-07,0.860697261,-00:00:01,-00:00:01,-1.00,
52.23840505,6.87136746,20:13:23,52.238393,6.871369,20:13:24,,-1.157407407,-2.10E-07,2.69E-08,1.11E-14,2.11E-07,1.343867622,-00:00:01,-00:00:01,-1.00,
52.2383825,6.871403502,20:13:24,52.238372,6.87141,20:13:25,,-1.157407407,-1.83E-07,1.13E-07,9.60E-15,1.96E-07,1.248728878,-00:00:01,-00:00:01,-1.00,
52.23835962,6.871434851,20:13:25,52.238351,6.871446,20:13:26,,-1.157407407,-1.50E-07,1.95E-07,9.21E-15,1.92E-07,1.222651795,-00:00:01,-00:00:01,-1.00,
52.2383364,6.871464858,20:13:26,52.238332,6.871478,20:13:27,,-1.157407407,-7.68E-08,2.29E-07,6.41E-15,1.60E-07,1.019962907,-00:00:01,-00:00:01,-1.00,
52.23831528,6.871502493,20:13:27,52.238312,6.871514,20:13:28,,-1.157407407,-5.72E-08,2.01E-07,4.60E-15,1.36E-07,0.864238735,-00:00:01,-00:00:01,-1.00,
52.23829491,6.871535517,20:13:28,52.23829,6.871547,20:13:29,,-1.157407407,-8.57E-08,2.00E-07,5.60E-15,1.50E-07,0.953688721,-00:00:01,-00:00:01,-1.00,
52.23827437,6.871566782,20:13:29,52.238264,6.871581,20:13:30,,-1.157407407,-1.81E-07,2.48E-07,1.40E-14,2.36E-07,1.506069645,-00:00:01,-00:00:01,-1.00,
52.23825149,6.871600896,20:13:30,52.238241,6.871611,20:13:31,,-1.157407407,-1.83E-07,1.76E-07,1.13E-14,2.13E-07,1.354453186,-00:00:01,-00:00:01,-1.00,
52.23822978,6.871634172,20:13:31,52.238219,6.871642,20:13:32,,-1.157407407,-1.88E-07,1.37E-07,1.06E-14,2.06E-07,1.312178089,-00:00:01,-00:00:01,-1.00,
52.23821201,6.871661749,20:13:32,52.238199,6.871676,20:13:33,,-1.157407407,-2.27E-07,2.49E-07,1.87E-14,2.73E-07,1.742315059,-00:00:01,-00:00:01,-1.00,
52.23819399,6.871690415,20:13:33,52.238178,6.87171,20:13:34,,-1.157407407,-2.79E-07,3.42E-07,3.04E-14,3.49E-07,2.222804128,-00:00:01,-00:00:01,-1.00,
52.2381722,6.871726457,20:13:34,52.238158,6.871746,20:13:35,,-1.157407407,-2.48E-07,3.41E-07,2.63E-14,3.24E-07,2.064919087,-00:00:01,-00:00:01,-1.00,
52.238152,6.871762415,20:13:35,52.238139,6.871782,20:13:36,,-1.157407407,-2.27E-07,3.42E-07,2.38E-14,3.09E-07,1.966662968,-00:00:01,-00:00:01,-1.00,
52.23813029,6.871796278,20:13:36,52.238118,6.871817,20:13:37,,-1.157407407,-2.15E-07,3.62E-07,2.38E-14,3.08E-07,1.964318329,-00:00:01,-00:00:01,-1.00,
52.23811093,6.871826285,20:13:37,52.238093,6.871854,20:13:38,,-1.157407407,-3.13E-07,4.84E-07,4.64E-14,4.31E-07,2.745078171,-00:00:01,-00:00:01,-1.00,
52.23808922,6.8718604,20:13:38,52.238069,6.871893,20:13:39,,-1.157407407,-3.53E-07,5.69E-07,6.15E-14,4.96E-07,3.159478731,-00:00:01,-00:00:01,-1.00,
52.23806659,6.871894766,20:13:39,52.238045,6.871933,20:13:40,,-1.157407407,-3.77E-07,6.67E-07,7.72E-14,5.56E-07,3.541242192,-00:00:01,-00:00:01,-1.00,
52.2380484,6.871928964,20:13:40,52.238022,6.871978,20:13:41,,-1.157407407,-4.61E-07,8.56E-07,1.22E-13,6.98E-07,4.445899327,-00:00:01,-00:00:01,-1.00,
52.23802987,6.871970706,20:13:41,52.238004,6.872021,20:13:42,,-1.157407407,-4.52E-07,8.78E-07,1.23E-13,7.02E-07,4.472896913,-00:00:01,-00:00:01,-1.00,
52.238009,6.8720158,20:13:42,52.237988,6.872062,20:13:43,,-1.157407407,-3.67E-07,8.06E-07,9.46E-14,6.15E-07,3.91809607,-00:00:01,-00:00:01,-1.00,
52.23799383,6.872059638,20:13:43,52.237972,6.872111,20:13:44,,-1.157407407,-3.81E-07,8.96E-07,1.12E-13,6.68E-07,4.257449183,-00:00:01,-00:00:01,-1.00,
52.23798118,6.872106157,20:13:44,52.237959,6.872165,20:13:45,,-1.157407407,-3.87E-07,1.03E-06,1.36E-13,7.38E-07,4.70480359,-00:00:01,-00:00:01,-1.00,
52.23797187,6.872154856,20:13:45,52.237951,6.872217,20:13:46,,-1.157407407,-3.64E-07,1.08E-06,1.43E-13,7.58E-07,4.826289122,-00:00:01,-00:00:01,-1.00,
52.23796634,6.872211099,20:13:46,52.23794,6.872277,20:13:47,,-1.157407407,-4.60E-07,1.15E-06,1.77E-13,8.41E-07,5.358713932,-00:00:01,-00:00:01,-1.00,
52.23796307,6.872263653,20:13:47,52.23793,6.872335,20:13:48,,-1.157407407,-5.77E-07,1.25E-06,2.29E-13,9.56E-07,6.09309017,-00:00:01,-00:00:01,-1.00,
52.23796156,6.872321153,20:13:48,52.237923,6.87239,20:13:49,,-1.157407407,-6.73E-07,1.20E-06,2.49E-13,9.97E-07,6.353292201,-00:00:01,-00:00:01,-1.00,
52.23794346,6.872414444,20:13:49,52.237916,6.872447,20:13:50,,-1.157407407,-4.79E-07,5.68E-07,8.77E-14,5.92E-07,3.773088913,-00:00:01,-00:00:01,-1.00,
52.23794186,6.872466328,20:13:50,52.237911,6.872506,20:13:51,,-1.157407407,-5.39E-07,6.92E-07,1.17E-13,6.86E-07,4.367674341,-00:00:01,-00:00:01,-1.00,
52.2379339,6.872532628,20:13:51,52.237905,6.872565,20:13:52,,-1.157407407,-5.04E-07,5.65E-07,9.35E-14,6.12E-07,3.897081231,-00:00:01,-00:00:01,-1.00,
52.23793239,6.872586021,20:13:52,52.237898,6.872628,20:13:53,,-1.157407407,-6.00E-07,7.33E-07,1.40E-13,7.49E-07,4.774599807,-00:00:01,-00:00:01,-1.00,
52.2379303,6.872641677,20:13:53,52.237892,6.872697,20:13:54,,-1.157407407,-6.68E-07,9.66E-07,1.99E-13,8.92E-07,5.68564514,-00:00:01,-00:00:01,-1.00,
52.23792762,6.87269574,20:13:54,52.237888,6.87276,20:13:55,,-1.157407407,-6.91E-07,1.12E-06,2.37E-13,9.75E-07,6.208968406,-00:00:01,-00:00:01,-1.00,
52.23792862,6.872752067,20:13:55,52.237883,6.872822,20:13:56,,-1.157407407,-7.96E-07,1.22E-06,2.98E-13,1.09E-06,6.957807595,-00:00:01,-00:00:01,-1.00,
52.23790884,6.872836389,20:13:56,52.237881,6.872883,20:13:57,,-1.157407407,-4.86E-07,8.14E-07,1.21E-13,6.96E-07,4.433651459,-00:00:01,-00:00:01,-1.00,
52.23790809,6.872891625,20:13:57,52.23788,6.872945,20:13:58,,-1.157407407,-4.90E-07,9.32E-07,1.41E-13,7.52E-07,4.791936962,-00:00:01,-00:00:01,-1.00,
52.23790859,6.872947952,20:13:58,52.23788,6.873003,20:13:59,,-1.157407407,-4.99E-07,9.61E-07,1.49E-13,7.71E-07,4.914921635,-00:00:01,-00:00:01,-1.00,
52.23789333,6.87303219,20:13:59,52.237878,6.873064,20:14:00,,-1.157407407,-2.68E-07,5.55E-07,4.68E-14,4.33E-07,2.756629109,-00:00:01,-00:00:01,-1.00,
52.23787799,6.873111567,20:14:00,52.237874,6.873123,20:14:01,,-1.157407407,-6.97E-08,2.00E-07,4.95E-15,1.41E-07,0.896356485,-00:00:01,-00:00:01,-1.00,
52.23786525,6.873176526,20:14:01,52.237869,6.873179,20:14:02,,-1.157407407,6.54E-08,4.32E-08,1.24E-15,7.05E-08,0.449277398,-00:00:01,-00:00:01,-1.00,
52.23786039,6.873232936,20:14:02,52.237865,6.873236,20:14:03,,-1.157407407,8.04E-08,5.35E-08,1.88E-15,8.68E-08,0.553143563,-00:00:01,-00:00:01,-1.00,
52.23785385,6.873296304,20:14:03,52.237862,6.87329,20:14:04,,-1.157407407,1.42E-07,-1.10E-07,6.19E-15,1.57E-07,1.002263368,-00:00:01,-00:00:01,-1.00,
52.2378505,6.873357575,20:14:04,52.237857,6.873342,20:14:05,,-1.157407407,1.13E-07,-2.72E-07,1.01E-14,2.01E-07,1.283317712,-00:00:01,-00:00:01,-1.00,
52.23784606,6.873417171,20:14:05,52.237853,6.873397,20:14:06,,-1.157407407,1.21E-07,-3.52E-07,1.53E-14,2.47E-07,1.575461266,-00:00:01,-00:00:01,-1.00,
52.2378417,6.87347794,20:14:06,52.237847,6.873452,20:14:07,,-1.157407407,9.25E-08,-4.53E-07,2.14E-14,2.92E-07,1.862009687,-00:00:01,-00:00:01,-1.00,
