File1,,,File2,,,,,,,,,,,,,
Lat,Lon,Time,Lat,Lon,Time,,,dLat,dLng,a,c,dist,Time,,,
52.24198697,6.852360321,20:06:33,52.241993,6.852359,20:06:35,,-2.314814815,1.05E-07,-2.31E-08,2.82E-15,1.06E-07,0.67636448,-00:00:02,-00:00:02,-2.00,-2
52.24197054,6.852406254,20:06:34,52.241993,6.852414,20:06:36,,-2.314814815,3.92E-07,1.35E-07,4.01E-14,4.01E-07,2.552212344,-00:00:02,-00:00:02,-2.00,
52.24195017,6.852528043,20:06:36,52.241993,6.852534,20:06:38,,-2.314814815,7.47E-07,1.04E-07,1.41E-13,7.50E-07,4.779187389,-00:00:02,-00:00:02,-2.00,
52.24195152,6.852581268,20:06:37,52.241994,6.852473,20:06:37,,0,7.41E-07,-1.89E-06,4.72E-13,1.37E-06,8.75550504,00:00:00,00:00:00,0.00,
52.24195437,6.852637175,20:06:38,52.241984,6.852653,20:06:40,,-2.314814815,5.17E-07,2.76E-07,7.40E-14,5.44E-07,3.46685982,-00:00:02,-00:00:02,-2.00,
52.2419552,6.852695094,20:06:39,52.24199,6.852593,20:06:39,,0,6.07E-07,-1.78E-06,3.90E-13,1.25E-06,7.955626835,00:00:00,00:00:00,0.00,
52.24195076,6.852753935,20:06:40,52.24197,6.852766,20:06:42,,-2.314814815,3.36E-07,2.11E-07,3.23E-14,3.60E-07,2.291517014,-00:00:02,-00:00:02,-2.00,
52.24194406,6.852812776,20:06:41,52.241977,6.85271,20:06:41,,0,5.75E-07,-1.79E-06,3.84E-13,1.24E-06,7.898637549,00:00:00,00:00:00,0.00,
52.24193668,6.852869857,20:06:42,52.241958,6.852874,20:06:44,,-2.314814815,3.72E-07,7.23E-08,3.51E-14,3.75E-07,2.387406694,-00:00:02,-00:00:02,-2.00,
52.24193333,6.85292392,20:06:43,52.241964,6.852821,20:06:43,,0,5.35E-07,-1.80E-06,3.74E-13,1.22E-06,7.793548984,00:00:00,00:00:00,0.00,
52.24193106,6.852977565,20:06:44,52.241949,6.85298,20:06:46,,-2.314814815,3.13E-07,4.25E-08,2.47E-14,3.14E-07,2.001268036,-00:00:02,-00:00:02,-2.00,
52.24192813,6.853030957,20:06:45,52.241953,6.852927,20:06:45,,0,4.34E-07,-1.81E-06,3.56E-13,1.19E-06,7.599247639,00:00:00,00:00:00,0.00,
52.24192427,6.853085943,20:06:46,52.241937,6.853086,20:06:48,,-2.314814815,2.22E-07,1.00E-09,1.23E-14,2.22E-07,1.41499278,-00:00:02,-00:00:02,-2.00,
52.24191866,6.853138246,20:06:47,52.241943,6.853033,20:06:47,,0,4.25E-07,-1.84E-06,3.61E-13,1.20E-06,7.660063366,00:00:00,00:00:00,0.00,
52.24191153,6.853190968,20:06:48,52.241922,6.853192,20:06:50,,-2.314814815,1.83E-07,1.80E-08,8.37E-15,1.83E-07,1.165861837,-00:00:02,-00:00:02,-2.00,
52.24190558,6.853243522,20:06:49,52.24193,6.853138,20:06:49,,0,4.26E-07,-1.84E-06,3.63E-13,1.21E-06,7.680667251,00:00:00,00:00:00,0.00,
52.24189938,6.853294317,20:06:50,52.241909,6.853299,20:06:52,,-2.314814815,1.68E-07,8.17E-08,7.67E-15,1.75E-07,1.116163558,-00:00:02,-00:00:02,-2.00,
52.24189234,6.853344021,20:06:51,52.241916,6.853245,20:06:51,,0,4.13E-07,-1.73E-06,3.23E-13,1.14E-06,7.23728776,00:00:00,00:00:00,0.00,
52.24188714,6.853397833,20:06:52,52.241898,6.853408,20:06:54,,-2.314814815,1.89E-07,1.77E-07,1.19E-14,2.18E-07,1.391639487,-00:00:02,-00:00:02,-2.00,
52.24188186,6.853448544,20:06:53,52.241904,6.853354,20:06:53,,0,3.86E-07,-1.65E-06,2.93E-13,1.08E-06,6.891884732,00:00:00,00:00:00,0.00,
52.24187599,6.853500595,20:06:54,52.241883,6.853512,20:06:56,,-2.314814815,1.22E-07,1.99E-07,7.45E-15,1.73E-07,1.099868514,-00:00:02,-00:00:02,-2.00,
52.24187004,6.853551976,20:06:55,52.24189,6.853461,20:06:55,,0,3.48E-07,-1.59E-06,2.67E-13,1.03E-06,6.57986181,00:00:00,00:00:00,0.00,
52.24186577,6.853598747,20:06:56,52.241873,6.853617,20:06:58,,-2.314814815,1.26E-07,3.19E-07,1.35E-14,2.32E-07,1.480202096,-00:00:02,-00:00:02,-2.00,
52.24186108,6.853649458,20:06:57,52.241877,6.853563,20:06:57,,0,2.78E-07,-1.51E-06,2.33E-13,9.65E-07,6.147301145,00:00:00,00:00:00,0.00,
52.24185613,6.853698827,20:06:58,52.241864,6.853723,20:07:00,,-2.314814815,1.37E-07,4.22E-07,2.14E-14,2.93E-07,1.864059747,-00:00:02,-00:00:02,-2.00,
52.24185152,6.853748783,20:06:59,52.241867,6.85367,20:06:59,,0,2.70E-07,-1.38E-06,1.95E-13,8.84E-07,5.633616583,00:00:00,00:00:00,0.00,
52.24184733,6.853802511,20:07:00,52.241855,6.853828,20:07:02,,-2.314814815,1.34E-07,4.45E-07,2.30E-14,3.04E-07,1.933759877,-00:00:02,-00:00:02,-2.00,
52.24184238,6.853856072,20:07:01,52.241859,6.853776,20:07:01,,0,2.90E-07,-1.40E-06,2.04E-13,9.04E-07,5.756508707,00:00:00,00:00:00,0.00,
52.24183526,6.853907621,20:07:02,52.241848,6.853933,20:07:04,,-2.314814815,2.22E-07,4.43E-07,3.08E-14,3.51E-07,2.234564335,-00:00:02,-00:00:02,-2.00,
52.24183006,6.853960427,20:07:03,52.241852,6.853882,20:07:03,,0,3.83E-07,-1.37E-06,2.12E-13,9.21E-07,5.870702272,00:00:00,00:00:00,0.00,
52.24182394,6.854012897,20:07:04,52.241839,6.854033,20:07:06,,-2.314814815,2.63E-07,3.51E-07,2.88E-14,3.39E-07,2.162527335,-00:00:02,-00:00:02,-2.00,
52.24181891,6.854063943,20:07:05,52.241843,6.853982,20:07:05,,0,4.20E-07,-1.43E-06,2.36E-13,9.71E-07,6.188849115,00:00:00,00:00:00,0.00,
52.24181397,6.854116665,20:07:06,52.241828,6.854132,20:07:08,,-2.314814815,2.45E-07,2.68E-07,2.17E-14,2.95E-07,1.877331496,-00:00:02,-00:00:02,-2.00,
52.24180902,6.854166789,20:07:07,52.241833,6.854082,20:07:07,,0,4.18E-07,-1.48E-06,2.49E-13,9.98E-07,6.358986238,00:00:00,00:00:00,0.00,
52.24180433,6.854216661,20:07:08,52.241816,6.85423,20:07:10,,-2.314814815,2.04E-07,2.33E-07,1.55E-14,2.49E-07,1.583922944,-00:00:02,-00:00:02,-2.00,
52.24179737,6.854265528,20:07:09,52.241823,6.854181,20:07:09,,0,4.47E-07,-1.48E-06,2.54E-13,1.01E-06,6.42216468,00:00:00,00:00:00,0.00,
52.24179109,6.854315903,20:07:10,52.241804,6.854329,20:07:12,,-2.314814815,2.25E-07,2.29E-07,1.76E-14,2.65E-07,1.690307277,-00:00:02,-00:00:02,-2.00,
52.24178463,6.854365943,20:07:11,52.241811,6.85428,20:07:11,,0,4.60E-07,-1.50E-06,2.64E-13,1.03E-06,6.545127964,00:00:00,00:00:00,0.00,
52.24177851,6.854414474,20:07:12,52.241797,6.854422,20:07:14,,-2.314814815,3.23E-07,1.31E-07,2.76E-14,3.33E-07,2.118518359,-00:00:02,-00:00:02,-2.00,
52.24177139,6.854462419,20:07:13,52.241801,6.854376,20:07:13,,0,5.17E-07,-1.51E-06,2.80E-13,1.06E-06,6.742680143,00:00:00,00:00:00,0.00,
52.24176301,6.854512123,20:07:14,52.241782,6.854517,20:07:16,,-2.314814815,3.31E-07,8.51E-08,2.82E-14,3.36E-07,2.137879106,-00:00:02,-00:00:02,-2.00,
52.24175094,6.854559816,20:07:15,52.24179,6.854471,20:07:15,,0,6.82E-07,-1.55E-06,3.41E-13,1.17E-06,7.445622018,00:00:00,00:00:00,0.00,
52.24174188,6.854608767,20:07:16,52.241774,6.854606,20:07:18,,-2.314814815,5.61E-07,-4.83E-08,7.88E-14,5.61E-07,3.576046005,-00:00:02,-00:00:02,-2.00,
52.24173644,6.854654867,20:07:17,52.241776,6.854562,20:07:17,,0,6.91E-07,-1.62E-06,3.65E-13,1.21E-06,7.702984722,00:00:00,00:00:00,0.00,
52.24173032,6.854699794,20:07:18,52.241772,6.854699,20:07:20,,-2.314814815,7.27E-07,-1.39E-08,1.32E-13,7.28E-07,4.635200931,-00:00:02,-00:00:02,-2.00,
52.24172445,6.85474271,20:07:19,52.241773,6.854652,20:07:19,,0,8.47E-07,-1.58E-06,4.14E-13,1.29E-06,8.20303289,00:00:00,00:00:00,0.00,
52.24172562,6.854789732,20:07:20,52.241773,6.854795,20:07:22,,-2.314814815,8.27E-07,9.19E-08,1.72E-13,8.29E-07,5.280211415,-00:00:02,-00:00:02,-2.00,
52.24172445,6.854831222,20:07:21,52.241771,6.854746,20:07:21,,0,8.12E-07,-1.49E-06,3.72E-13,1.22E-06,7.775775115,00:00:00,00:00:00,0.00,
52.24172328,6.854878999,20:07:22,52.241763,6.854895,20:07:24,,-2.314814815,6.93E-07,2.79E-07,1.27E-13,7.14E-07,4.549405774,-00:00:02,-00:00:02,-2.00,
52.24172353,6.854923759,20:07:23,52.241769,6.854846,20:07:23,,0,7.94E-07,-1.36E-06,3.30E-13,1.15E-06,7.320975066,00:00:00,00:00:00,0.00,
52.2417195,6.854969608,20:07:24,52.241751,6.854995,20:07:26,,-2.314814815,5.50E-07,4.43E-07,9.40E-14,6.13E-07,3.905622659,-00:00:02,-00:00:02,-2.00,
52.24172168,6.855016463,20:07:25,52.241755,6.854942,20:07:25,,0,5.81E-07,-1.30E-06,2.43E-13,9.86E-07,6.279233847,00:00:00,00:00:00,0.00,
52.24172001,6.855060719,20:07:26,52.24175,6.855045,20:07:27,,-1.157407407,5.23E-07,-2.74E-07,7.56E-14,5.50E-07,3.502517934,-00:00:01,-00:00:01,-1.00,
52.24171565,6.855107155,20:07:27,52.24175,6.855096,20:07:28,,-1.157407407,6.00E-07,-1.95E-07,9.34E-14,6.11E-07,3.89441933,-00:00:01,-00:00:01,-1.00,
52.24171171,6.85515007,20:07:28,52.241747,6.855148,20:07:29,,-1.157407407,6.16E-07,-3.61E-08,9.50E-14,6.16E-07,3.926638474,-00:00:01,-00:00:01,-1.00,
52.24170593,6.855197595,20:07:29,52.241743,6.855202,20:07:30,,-1.157407407,6.47E-07,7.69E-08,1.05E-13,6.49E-07,4.133319839,-00:00:01,-00:00:01,-1.00,
52.24170056,6.855248725,20:07:30,52.24174,6.855251,20:07:31,,-1.157407407,6.88E-07,3.97E-08,1.19E-13,6.89E-07,4.388071749,-00:00:01,-00:00:01,-1.00,
52.24169847,6.855294155,20:07:31,52.241736,6.855303,20:07:32,,-1.157407407,6.55E-07,1.54E-07,1.10E-13,6.62E-07,4.216791315,-00:00:01,-00:00:01,-1.00,
52.24169503,6.855347967,20:07:32,52.241733,6.855357,20:07:33,,-1.157407407,6.63E-07,1.58E-07,1.12E-13,6.70E-07,4.266672998,-00:00:01,-00:00:01,-1.00,
52.24169193,6.855397923,20:07:33,52.24173,6.855411,20:07:34,,-1.157407407,6.64E-07,2.28E-07,1.15E-13,6.79E-07,4.325997503,-00:00:01,-00:00:01,-1.00,
52.24168874,6.855442347,20:07:34,52.241726,6.855461,20:07:35,,-1.157407407,6.50E-07,3.26E-07,1.16E-13,6.80E-07,4.333071864,-00:00:01,-00:00:01,-1.00,
52.24168774,6.855486184,20:07:35,52.241721,6.855511,20:07:36,,-1.157407407,5.81E-07,4.33E-07,1.02E-13,6.38E-07,4.066300629,-00:00:01,-00:00:01,-1.00,
52.24169109,6.8555436,20:07:36,52.241716,6.855565,20:07:37,,-1.157407407,4.35E-07,3.73E-07,6.03E-14,4.91E-07,3.129708869,-00:00:01,-00:00:01,-1.00,
52.2416869,6.8555866,20:07:37,52.241708,6.855614,20:07:38,,-1.157407407,3.68E-07,4.78E-07,5.53E-14,4.71E-07,2.99762608,-00:00:01,-00:00:01,-1.00,
52.24167986,6.855624989,20:07:38,52.241697,6.855656,20:07:39,,-1.157407407,2.99E-07,5.41E-07,4.98E-14,4.46E-07,2.844557892,-00:00:01,-00:00:01,-1.00,
52.24166804,6.855673939,20:07:39,52.241686,6.8557,20:07:40,,-1.157407407,3.13E-07,4.55E-07,4.40E-14,4.19E-07,2.671506623,-00:00:01,-00:00:01,-1.00,
52.24166184,6.855719704,20:07:40,52.241678,6.855746,20:07:41,,-1.157407407,2.82E-07,4.59E-07,3.96E-14,3.98E-07,2.536851556,-00:00:01,-00:00:01,-1.00,
52.24165672,6.855765469,20:07:41,52.241671,6.855798,20:07:42,,-1.157407407,2.49E-07,5.68E-07,4.57E-14,4.28E-07,2.725030022,-00:00:01,-00:00:01,-1.00,
52.24165061,6.855811737,20:07:42,52.241666,6.855848,20:07:43,,-1.157407407,2.69E-07,6.33E-07,5.56E-14,4.72E-07,3.004399259,-00:00:01,-00:00:01,-1.00,
52.2416465,6.85586337,20:07:43,52.241662,6.855894,20:07:44,,-1.157407407,2.71E-07,5.35E-07,4.51E-14,4.25E-07,2.705663383,-00:00:01,-00:00:01,-1.00,
52.24164239,6.855913829,20:07:44,52.241658,6.855944,20:07:45,,-1.157407407,2.72E-07,5.27E-07,4.45E-14,4.22E-07,2.689317417,-00:00:01,-00:00:01,-1.00,
52.24163745,6.855965629,20:07:45,52.241653,6.855993,20:07:46,,-1.157407407,2.71E-07,4.78E-07,3.98E-14,3.99E-07,2.54251429,-00:00:01,-00:00:01,-1.00,
52.24163217,6.856014412,20:07:46,52.241647,6.85604,20:07:47,,-1.157407407,2.59E-07,4.47E-07,3.55E-14,3.77E-07,2.399249182,-00:00:01,-00:00:01,-1.00,
52.24162705,6.856065458,20:07:47,52.24164,6.85609,20:07:48,,-1.157407407,2.26E-07,4.28E-07,3.00E-14,3.46E-07,2.205705748,-00:00:01,-00:00:01,-1.00,
52.24162219,6.856113318,20:07:48,52.241636,6.856137,20:07:49,,-1.157407407,2.41E-07,4.13E-07,3.05E-14,3.49E-07,2.226596235,-00:00:01,-00:00:01,-1.00,
52.24162077,6.856160592,20:07:49,52.241635,6.856183,20:07:50,,-1.157407407,2.48E-07,3.91E-07,2.98E-14,3.45E-07,2.198377435,-00:00:01,-00:00:01,-1.00,
52.24161959,6.856207363,20:07:50,52.241631,6.856228,20:07:51,,-1.157407407,1.99E-07,3.60E-07,2.21E-14,2.97E-07,1.892967716,-00:00:01,-00:00:01,-1.00,
52.24161507,6.856254218,20:07:51,52.241627,6.856272,20:07:52,,-1.157407407,2.08E-07,3.10E-07,1.99E-14,2.82E-07,1.79630799,-00:00:01,-00:00:01,-1.00,
52.24161356,6.856296295,20:07:52,52.241622,6.856321,20:07:53,,-1.157407407,1.47E-07,4.31E-07,2.29E-14,3.02E-07,1.926325148,-00:00:01,-00:00:01,-1.00,
52.24160979,6.85633745,20:07:53,52.241619,6.856372,20:07:54,,-1.157407407,1.61E-07,6.03E-07,4.06E-14,4.03E-07,2.565863532,-00:00:01,-00:00:01,-1.00,
52.24160467,6.856381707,20:07:54,52.241616,6.856421,20:07:55,,-1.157407407,1.98E-07,6.86E-07,5.39E-14,4.64E-07,2.957059317,-00:00:01,-00:00:01,-1.00,
52.24159654,6.85643116,20:07:55,52.241611,6.85647,20:07:56,,-1.157407407,2.52E-07,6.78E-07,5.90E-14,4.86E-07,3.094843818,-00:00:01,-00:00:01,-1.00,
52.24159361,6.856480781,20:07:56,52.241606,6.856523,20:07:57,,-1.157407407,2.16E-07,7.37E-07,6.26E-14,5.00E-07,3.187780649,-00:00:01,-00:00:01,-1.00,
52.2415885,6.856532246,20:07:57,52.2416,6.856577,20:07:58,,-1.157407407,2.01E-07,7.81E-07,6.73E-14,5.19E-07,3.304852613,-00:00:01,-00:00:01,-1.00,
52.24158263,6.856579185,20:07:58,52.241593,6.856628,20:07:59,,-1.157407407,1.81E-07,8.52E-07,7.62E-14,5.52E-07,3.518161657,-00:00:01,-00:00:01,-1.00,
52.24157643,6.856625536,20:07:59,52.241587,6.856677,20:08:00,,-1.157407407,1.85E-07,8.98E-07,8.41E-14,5.80E-07,3.696081236,-00:00:01,-00:00:01,-1.00,
52.2415714,6.85667214,20:08:00,52.241581,6.856725,20:08:01,,-1.157407407,1.68E-07,9.23E-07,8.68E-14,5.89E-07,3.754234668,-00:00:01,-00:00:01,-1.00,
52.24156595,6.856721258,20:08:01,52.241574,6.856775,20:08:02,,-1.157407407,1.41E-07,9.38E-07,8.74E-14,5.91E-07,3.767155592,-00:00:01,-00:00:01,-1.00,
52.24155765,6.856771382,20:08:02,52.241565,6.856826,20:08:03,,-1.157407407,1.28E-07,9.53E-07,8.93E-14,5.98E-07,3.807621655,-00:00:01,-00:00:01,-1.00,
52.24154944,6.856820835,20:08:03,52.241553,6.85688,20:08:04,,-1.157407407,6.22E-08,1.03E-06,1.01E-13,6.35E-07,4.04791082,-00:00:01,-00:00:01,-1.00,
52.24154231,6.856873389,20:08:04,52.241543,6.856936,20:08:05,,-1.157407407,1.20E-08,1.09E-06,1.12E-13,6.69E-07,4.26374975,-00:00:01,-00:00:01,-1.00,
52.24153711,6.856924351,20:08:05,52.241532,6.85699,20:08:06,,-1.157407407,-8.93E-08,1.15E-06,1.25E-13,7.07E-07,4.50595201,-00:00:01,-00:00:01,-1.00,
52.24152999,6.856974475,20:08:06,52.241519,6.857043,20:08:07,,-1.157407407,-1.92E-07,1.20E-06,1.43E-13,7.57E-07,4.823135674,-00:00:01,-00:00:01,-1.00,
52.24152169,6.857022922,20:08:07,52.241507,6.857099,20:08:08,,-1.157407407,-2.56E-07,1.33E-06,1.82E-13,8.53E-07,5.431508292,-00:00:01,-00:00:01,-1.00,
52.24150862,6.857072795,20:08:08,52.241496,6.85715,20:08:09,,-1.157407407,-2.20E-07,1.35E-06,1.82E-13,8.54E-07,5.440751676,-00:00:01,-00:00:01,-1.00,
52.24149613,6.857121326,20:08:09,52.241487,6.857199,20:08:10,,-1.157407407,-1.59E-07,1.36E-06,1.79E-13,8.45E-07,5.385201619,-00:00:01,-00:00:01,-1.00,
52.24148246,6.857168851,20:08:10,52.241477,6.857245,20:08:11,,-1.157407407,-9.54E-08,1.33E-06,1.68E-13,8.19E-07,5.22032914,-00:00:01,-00:00:01,-1.00,
52.24147056,6.85721579,20:08:11,52.241465,6.85729,20:08:12,,-1.157407407,-9.71E-08,1.30E-06,1.60E-13,7.99E-07,5.090559059,-00:00:01,-00:00:01,-1.00,
52.24146151,6.857263148,20:08:12,52.241452,6.857338,20:08:13,,-1.157407407,-1.66E-07,1.31E-06,1.67E-13,8.17E-07,5.205121139,-00:00:01,-00:00:01,-1.00,
52.2414486,6.857310338,20:08:13,52.241439,6.857384,20:08:14,,-1.157407407,-1.68E-07,1.29E-06,1.62E-13,8.05E-07,5.127922771,-00:00:01,-00:00:01,-1.00,
52.24143804,6.857354427,20:08:14,52.241424,6.85743,20:08:15,,-1.157407407,-2.45E-07,1.32E-06,1.78E-13,8.44E-07,5.377307694,-00:00:01,-00:00:01,-1.00,
52.24142807,6.857400192,20:08:15,52.241411,6.857478,20:08:16,,-1.157407407,-2.98E-07,1.36E-06,1.95E-13,8.83E-07,5.627454585,-00:00:01,-00:00:01,-1.00,
52.24141516,6.857444951,20:08:16,52.241396,6.857524,20:08:17,,-1.157407407,-3.34E-07,1.38E-06,2.06E-13,9.09E-07,5.788554798,-00:00:01,-00:00:01,-1.00,
52.24140577,6.857489208,20:08:17,52.241381,6.857569,20:08:18,,-1.157407407,-4.32E-07,1.39E-06,2.29E-13,9.56E-07,6.091238202,-00:00:01,-00:00:01,-1.00,
52.24139513,6.857534721,20:08:18,52.241368,6.857613,20:08:19,,-1.157407407,-4.73E-07,1.37E-06,2.31E-13,9.61E-07,6.124130058,-00:00:01,-00:00:01,-1.00,
52.24138347,6.857580487,20:08:19,52.241355,6.857658,20:08:20,,-1.157407407,-4.97E-07,1.35E-06,2.33E-13,9.66E-07,6.154656097,-00:00:01,-00:00:01,-1.00,
52.24136638,6.857625414,20:08:20,52.241341,6.857706,20:08:21,,-1.157407407,-4.43E-07,1.41E-06,2.34E-13,9.68E-07,6.169991328,-00:00:01,-00:00:01,-1.00,
52.24135389,6.857670592,20:08:21,52.241326,6.857751,20:08:22,,-1.157407407,-4.87E-07,1.40E-06,2.44E-13,9.88E-07,6.291993866,-00:00:01,-00:00:01,-1.00,
52.24134525,6.857714681,20:08:22,52.241312,6.857796,20:08:23,,-1.157407407,-5.80E-07,1.42E-06,2.73E-13,1.05E-06,6.658022375,-00:00:01,-00:00:01,-1.00,
52.24133863,6.857756842,20:08:23,52.241299,6.857842,20:08:24,,-1.157407407,-6.92E-07,1.49E-06,3.27E-13,1.14E-06,7.282864099,-00:00:01,-00:00:01,-1.00,
52.24132581,6.857801853,20:08:24,52.241285,6.857888,20:08:25,,-1.157407407,-7.12E-07,1.50E-06,3.39E-13,1.16E-06,7.415862393,-00:00:01,-00:00:01,-1.00,
52.24131592,6.85784502,20:08:25,52.241274,6.857936,20:08:26,,-1.157407407,-7.32E-07,1.59E-06,3.70E-13,1.22E-06,7.752329724,-00:00:01,-00:00:01,-1.00,
52.24130519,6.8578876,20:08:26,52.241261,6.857987,20:08:27,,-1.157407407,-7.71E-07,1.73E-06,4.31E-13,1.31E-06,8.363501863,-00:00:01,-00:00:01,-1.00,
52.24129546,6.857928671,20:08:27,52.241249,6.858035,20:08:28,,-1.157407407,-8.11E-07,1.86E-06,4.87E-13,1.40E-06,8.894311491,-00:00:01,-00:00:01,-1.00,
52.2412813,6.857969994,20:08:28,52.241235,6.858081,20:08:29,,-1.157407407,-8.08E-07,1.94E-06,5.15E-13,1.44E-06,9.145041769,-00:00:01,-00:00:01,-1.00,
52.2412673,6.858018441,20:08:29,52.241223,6.858126,20:08:30,,-1.157407407,-7.73E-07,1.88E-06,4.80E-13,1.39E-06,8.82613635,-00:00:01,-00:00:01,-1.00,
52.24125481,6.858066805,20:08:30,52.241214,6.858176,20:08:31,,-1.157407407,-7.12E-07,1.91E-06,4.67E-13,1.37E-06,8.710533313,-00:00:01,-00:00:01,-1.00,
52.24124249,6.858112486,20:08:31,52.241201,6.858219,20:08:32,,-1.157407407,-7.24E-07,1.86E-06,4.55E-13,1.35E-06,8.595491491,-00:00:01,-00:00:01,-1.00,
52.24122925,6.858155821,20:08:32,52.241187,6.858265,20:08:33,,-1.157407407,-7.37E-07,1.91E-06,4.76E-13,1.38E-06,8.793824782,-00:00:01,-00:00:01,-1.00,
52.24121223,6.858201083,20:08:33,52.241175,6.858314,20:08:34,,-1.157407407,-6.50E-07,1.97E-06,4.70E-13,1.37E-06,8.732207817,-00:00:01,-00:00:01,-1.00,
52.24119664,6.858245172,20:08:34,52.241162,6.858362,20:08:35,,-1.157407407,-6.05E-07,2.04E-06,4.81E-13,1.39E-06,8.838294255,-00:00:01,-00:00:01,-1.00,
52.24118181,6.858289009,20:08:35,52.241152,6.85841,20:08:36,,-1.157407407,-5.20E-07,2.11E-06,4.86E-13,1.39E-06,8.879837089,-00:00:01,-00:00:01,-1.00,
52.24116705,6.858333936,20:08:36,52.241143,6.858458,20:08:37,,-1.157407407,-4.20E-07,2.17E-06,4.84E-13,1.39E-06,8.860713322,-00:00:01,-00:00:01,-1.00,
52.24115222,6.858379869,20:08:37,52.241133,6.858507,20:08:38,,-1.157407407,-3.35E-07,2.22E-06,4.90E-13,1.40E-06,8.916102591,-00:00:01,-00:00:01,-1.00,
52.24113797,6.858425885,20:08:38,52.24112,6.858559,20:08:39,,-1.157407407,-3.14E-07,2.32E-06,5.31E-13,1.46E-06,9.281253021,-00:00:01,-00:00:01,-1.00,
52.24112498,6.858472321,20:08:39,52.241108,6.858608,20:08:40,,-1.157407407,-2.96E-07,2.37E-06,5.48E-13,1.48E-06,9.429134945,-00:00:01,-00:00:01,-1.00,
52.24110788,6.858534012,20:08:40,52.241096,6.85865,20:08:41,,-1.157407407,-2.07E-07,2.02E-06,3.95E-13,1.26E-06,8.007188992,-00:00:01,-00:00:01,-1.00,
52.24109975,6.858577766,20:08:41,52.241085,6.858695,20:08:42,,-1.157407407,-2.57E-07,2.05E-06,4.09E-13,1.28E-06,8.149078,-00:00:01,-00:00:01,-1.00,
52.24109002,6.858620597,20:08:42,52.241073,6.85874,20:08:43,,-1.157407407,-2.97E-07,2.08E-06,4.29E-13,1.31E-06,8.347511928,-00:00:01,-00:00:01,-1.00,
52.24107904,6.858662926,20:08:43,52.241061,6.858783,20:08:44,,-1.157407407,-3.15E-07,2.10E-06,4.36E-13,1.32E-06,8.418344745,-00:00:01,-00:00:01,-1.00,
52.24106982,6.858704584,20:08:44,52.241051,6.858827,20:08:45,,-1.157407407,-3.29E-07,2.14E-06,4.55E-13,1.35E-06,8.594005037,-00:00:01,-00:00:01,-1.00,
52.24106085,6.858744062,20:08:45,52.241037,6.858872,20:08:46,,-1.157407407,-4.16E-07,2.23E-06,5.11E-13,1.43E-06,9.10605904,-00:00:01,-00:00:01,-1.00,
52.24105214,6.858785218,20:08:46,52.241022,6.858917,20:08:47,,-1.157407407,-5.26E-07,2.30E-06,5.65E-13,1.50E-06,9.578320534,-00:00:01,-00:00:01,-1.00,
52.24104459,6.858822433,20:08:47,52.241007,6.858961,20:08:48,,-1.157407407,-6.56E-07,2.42E-06,6.56E-13,1.62E-06,10.31949228,-00:00:01,-00:00:01,-1.00,
52.24103839,6.858858643,20:08:48,52.240988,6.859009,20:08:49,,-1.157407407,-8.79E-07,2.62E-06,8.39E-13,1.83E-06,11.67076788,-00:00:01,-00:00:01,-1.00,
52.2410316,6.858897787,20:08:49,52.240972,6.859058,20:08:50,,-1.157407407,-1.04E-06,2.80E-06,1.00E-12,2.00E-06,12.76421565,-00:00:01,-00:00:01,-1.00,
52.24102406,6.858939277,20:08:50,52.24096,6.859102,20:08:51,,-1.157407407,-1.12E-06,2.84E-06,1.07E-12,2.07E-06,13.17179186,-00:00:01,-00:00:01,-1.00,
52.24101417,6.858980851,20:08:51,52.240948,6.859142,20:08:52,,-1.157407407,-1.15E-06,2.81E-06,1.07E-12,2.07E-06,13.21093477,-00:00:01,-00:00:01,-1.00,
52.24100486,6.859018821,20:08:52,52.240935,6.859181,20:08:53,,-1.157407407,-1.22E-06,2.83E-06,1.12E-12,2.12E-06,13.50145809,-00:00:01,-00:00:01,-1.00,
52.24099833,6.859058887,20:08:53,52.240921,6.859223,20:08:54,,-1.157407407,-1.35E-06,2.86E-06,1.22E-12,2.21E-06,14.09950779,-00:00:01,-00:00:01,-1.00,
52.24099305,6.859101551,20:08:54,52.24091,6.859265,20:08:55,,-1.157407407,-1.45E-06,2.85E-06,1.29E-12,2.27E-06,14.46128778,-00:00:01,-00:00:01,-1.00,
52.24098575,6.85914916,20:08:55,52.240898,6.859307,20:08:56,,-1.157407407,-1.53E-06,2.75E-06,1.30E-12,2.28E-06,14.51604393,-00:00:01,-00:00:01,-1.00,
52.24097779,6.859183609,20:08:56,52.240889,6.859352,20:08:57,,-1.157407407,-1.55E-06,2.94E-06,1.41E-12,2.37E-06,15.13065101,-00:00:01,-00:00:01,-1.00,
52.24096681,6.859220238,20:08:57,52.240878,6.859398,20:08:58,,-1.157407407,-1.55E-06,3.10E-06,1.50E-12,2.45E-06,15.62110185,-00:00:01,-00:00:01,-1.00,
52.24095457,6.859267848,20:08:58,52.240869,6.859442,20:08:59,,-1.157407407,-1.49E-06,3.04E-06,1.42E-12,2.39E-06,15.20360994,-00:00:01,-00:00:01,-1.00,
52.24094292,6.859310428,20:08:59,52.240858,6.859484,20:09:00,,-1.157407407,-1.48E-06,3.03E-06,1.41E-12,2.37E-06,15.12754725,-00:00:01,-00:00:01,-1.00,
